DATE,T2M,T2MDEW,PRECTOTCORR,WS10M,PS
2018-04-20,27.59,20.4,1.86,1.91,94.83
2018-04-21,29.38,19.9,1.39,1.45,94.78
2018-04-22,28.12,20.99,1.0,2.67,94.86
2018-04-23,30.09,19.26,0.18,2.08,94.82
2018-04-24,29.27,20.16,0.56,2.5,94.85
2018-04-25,27.98,21.01,1.04,2.51,94.81
2018-04-26,28.52,21.0,3.65,1.4,94.73
2018-04-27,27.43,21.84,3.89,1.14,94.84
2018-04-28,28.78,20.5,0.02,2.2,94.93
2018-04-29,28.56,20.84,0.0,2.25,94.86
2018-04-30,27.89,21.26,7.44,2.63,94.77
2018-05-01,26.84,21.97,12.66,2.49,94.84
2018-05-02,26.42,22.54,14.53,2.17,94.84
2018-05-03,27.11,22.34,13.37,1.57,94.83
2018-05-04,26.81,21.05,12.78,1.73,94.87
2018-05-05,27.32,20.78,6.61,1.12,94.96
2018-05-06,26.66,22.13,3.15,2.04,95.02
2018-05-07,27.1,21.67,0.48,2.43,94.92
2018-05-08,25.58,22.25,3.67,2.04,94.87
2018-05-09,25.63,21.38,26.3,1.53,94.9
2018-05-10,25.62,21.96,6.85,1.32,95.0
2018-05-11,25.61,21.93,6.51,2.25,94.95
2018-05-12,25.17,22.22,7.64,2.61,94.9
2018-05-13,25.54,21.66,3.28,1.71,94.87
2018-05-14,25.69,20.6,2.02,1.71,94.87
2018-05-15,24.77,20.01,1.6,1.75,94.81
2018-05-16,24.38,20.59,3.91,1.84,94.74
2018-05-17,25.9,21.78,1.72,1.8,94.73
2018-05-18,25.77,21.61,0.52,2.42,94.72
2018-05-19,25.65,22.12,4.06,2.55,94.67
2018-05-20,25.6,22.33,2.13,3.09,94.67
2018-05-21,25.32,21.85,3.07,3.25,94.76
2018-05-22,25.63,21.48,0.98,2.52,94.74
2018-05-23,26.2,22.35,2.73,2.64,94.65
2018-05-24,25.39,22.35,7.73,2.62,94.57
2018-05-25,25.59,22.56,26.94,1.95,94.49
2018-05-26,25.47,22.36,4.93,2.05,94.48
2018-05-27,24.8,22.96,9.32,3.43,94.38
2018-05-28,24.52,23.31,8.97,3.49,94.22
2018-05-29,24.71,22.88,4.96,4.29,94.46
2018-05-30,25.13,22.33,1.24,4.59,94.53
2018-05-31,25.35,22.36,0.26,3.96,94.64
2018-06-01,25.38,22.85,2.14,2.51,94.72
2018-06-02,25.69,22.61,1.36,2.58,94.71
2018-06-03,24.42,22.95,5.22,3.75,94.66
2018-06-04,24.51,22.49,5.27,3.28,94.59
2018-06-05,24.48,22.06,2.12,3.55,94.64
2018-06-06,24.62,20.88,1.38,4.44,94.86
2018-06-07,24.79,22.2,4.72,5.43,94.79
2018-06-08,24.82,22.13,7.27,7.23,94.6
2018-06-09,24.35,21.81,14.46,8.06,94.53
2018-06-10,25.18,22.92,10.16,7.2,94.63
2018-06-11,25.01,22.79,19.96,7.14,94.74
2018-06-12,24.59,22.51,17.48,6.43,94.74
2018-06-13,24.01,21.96,14.19,6.24,94.8
2018-06-14,23.7,20.85,6.1,5.05,94.86
2018-06-15,23.54,20.68,4.2,4.19,94.89
2018-06-16,23.53,20.56,2.73,3.86,94.99
2018-06-17,23.02,19.43,1.69,4.19,94.98
2018-06-18,23.57,20.6,4.4,4.42,94.87
2018-06-19,24.49,22.02,6.6,5.9,94.78
2018-06-20,24.25,22.48,6.02,5.27,94.75
2018-06-21,24.02,21.49,4.85,5.1,94.71
2018-06-22,23.43,20.57,3.36,4.42,94.71
2018-06-23,23.78,20.57,1.28,4.12,94.69
2018-06-24,24.0,20.13,0.31,4.09,94.79
2018-06-25,22.89,19.57,1.81,4.51,94.77
2018-06-26,23.38,20.37,2.98,5.39,94.66
2018-06-27,24.11,21.35,6.99,6.07,94.6
2018-06-28,23.47,20.84,7.43,5.05,94.71
2018-06-29,22.82,20.41,4.03,3.7,94.71
2018-06-30,23.2,19.63,2.73,3.17,94.76
2018-07-01,23.5,19.83,8.85,2.98,94.79
2018-07-02,23.69,20.47,8.37,3.54,94.79
2018-07-03,23.68,20.92,5.86,3.28,94.82
2018-07-04,24.34,21.3,0.09,3.51,94.86
2018-07-05,24.19,20.97,0.41,3.87,94.84
2018-07-06,24.06,20.97,6.1,4.99,94.77
2018-07-07,23.55,20.4,5.53,6.88,94.68
2018-07-08,23.95,21.55,8.95,6.04,94.62
2018-07-09,23.72,21.83,18.66,5.08,94.64
2018-07-10,23.63,21.88,23.47,5.31,94.72
2018-07-11,23.14,21.36,19.8,6.52,94.77
2018-07-12,23.83,21.32,5.81,6.65,94.71
2018-07-13,24.0,21.64,12.0,6.67,94.67
2018-07-14,24.23,21.74,5.73,6.69,94.6
2018-07-15,24.06,21.59,16.53,7.43,94.58
2018-07-16,23.41,20.95,18.77,7.37,94.65
2018-07-17,23.45,20.76,8.37,7.29,94.69
2018-07-18,23.41,21.12,8.28,6.26,94.74
2018-07-19,23.64,21.65,3.3,6.15,94.74
2018-07-20,23.35,21.41,3.41,6.84,94.76
2018-07-21,23.16,21.38,2.3,6.5,94.84
2018-07-22,23.84,21.17,1.28,6.14,94.79
2018-07-23,23.72,21.28,3.05,5.67,94.75
2018-07-24,23.82,21.15,4.03,5.71,94.87
2018-07-25,23.58,21.33,5.8,4.76,94.87
2018-07-26,23.81,21.2,3.75,5.08,94.91
2018-07-27,23.87,21.1,1.41,5.11,94.87
2018-07-28,23.6,21.31,4.9,4.61,94.8
2018-07-29,23.7,21.67,3.96,4.15,94.71
2018-07-30,23.64,21.75,2.81,4.21,94.74
2018-07-31,23.3,21.63,10.74,4.88,94.83
2018-08-01,23.43,21.28,3.59,4.77,94.89
2018-08-02,23.81,21.21,1.71,3.98,94.93
2018-08-03,22.92,20.05,1.89,4.58,95.03
2018-08-04,23.28,20.24,0.77,4.44,94.97
2018-08-05,23.31,20.84,2.13,4.77,94.96
2018-08-06,23.51,20.64,3.82,6.05,94.85
2018-08-07,23.42,20.6,5.86,6.12,94.72
2018-08-08,22.79,20.76,25.05,6.2,94.74
2018-08-09,22.96,20.82,18.0,5.32,94.92
2018-08-10,23.16,21.19,6.26,4.65,95.01
2018-08-11,22.87,20.82,2.45,5.26,94.92
2018-08-12,21.98,19.94,11.72,5.69,94.82
2018-08-13,22.84,20.65,14.12,5.84,94.8
2018-08-14,23.35,21.11,18.43,7.45,94.74
2018-08-15,22.86,21.67,39.95,7.68,94.68
2018-08-16,23.03,21.11,25.63,8.14,94.68
2018-08-17,23.4,21.51,10.99,7.53,94.62
2018-08-18,23.02,21.25,3.27,6.66,94.67
2018-08-19,22.84,20.93,1.65,5.78,94.67
2018-08-20,22.99,20.87,1.1,5.69,94.72
2018-08-21,23.06,20.56,1.02,5.16,94.84
2018-08-22,22.81,20.27,0.49,4.06,94.87
2018-08-23,23.31,20.79,0.36,3.76,94.89
2018-08-24,23.25,20.7,2.91,3.44,94.87
2018-08-25,23.84,21.11,0.68,3.47,94.8
2018-08-26,23.46,20.56,0.15,4.0,94.73
2018-08-27,23.18,20.52,3.88,4.07,94.75
2018-08-28,23.17,20.61,4.38,4.18,94.8
2018-08-29,23.57,20.91,1.03,3.93,94.87
2018-08-30,23.3,20.98,3.39,3.69,94.83
2018-08-31,23.37,21.23,6.77,3.6,94.86
2018-09-01,23.33,21.07,0.9,3.17,94.97
2018-09-02,23.73,20.95,0.01,2.97,94.94
2018-09-03,23.74,20.18,0.0,2.82,94.93
2018-09-04,23.82,20.21,0.0,2.99,94.98
2018-09-05,23.57,20.25,0.0,3.56,94.93
2018-09-06,23.57,20.28,0.0,4.25,94.85
2018-09-07,23.31,19.89,0.01,4.3,94.92
2018-09-08,23.82,20.04,0.01,3.62,94.88
2018-09-09,24.06,19.66,0.12,2.62,94.89
2018-09-10,24.13,19.5,2.99,1.77,95.03
2018-09-11,24.7,20.29,1.7,2.23,95.08
2018-09-12,24.86,19.95,0.97,2.29,94.93
2018-09-13,24.7,20.33,0.73,2.34,94.87
2018-09-14,24.33,20.54,1.0,2.4,94.91
2018-09-15,23.61,20.7,6.87,2.1,94.97
2018-09-16,23.53,21.18,5.74,3.04,94.86
2018-09-17,23.46,21.02,1.04,3.54,94.81
2018-09-18,24.12,20.62,0.2,4.43,94.83
2018-09-19,24.14,20.38,0.82,4.16,94.79
2018-09-20,23.83,18.9,0.34,4.21,94.6
2018-09-21,23.64,19.29,0.21,3.97,94.69
2018-09-22,23.69,20.3,0.68,2.69,94.91
2018-09-23,24.4,21.04,5.93,1.44,95.07
2018-09-24,23.86,21.7,22.76,1.23,95.09
2018-09-25,24.18,21.32,4.63,1.75,94.97
2018-09-26,24.94,21.85,4.76,1.14,94.82
2018-09-27,25.48,21.9,21.17,1.04,94.79
2018-09-28,24.05,21.93,15.22,1.94,94.82
2018-09-29,24.71,21.87,10.95,1.93,94.82
2018-09-30,25.23,22.21,10.06,1.46,94.83
2018-10-01,25.16,22.05,8.77,1.88,94.85
2018-10-02,24.86,22.12,3.31,2.04,94.91
2018-10-03,24.62,21.83,11.5,2.05,94.9
2018-10-04,23.43,21.11,13.03,3.05,94.88
2018-10-05,23.44,21.76,13.17,3.57,94.86
2018-10-06,23.98,21.75,14.43,3.71,94.86
2018-10-07,24.47,21.68,5.53,1.92,94.88
2018-10-08,23.74,22.02,22.07,1.56,94.86
2018-10-09,23.86,21.05,6.72,1.34,94.82
2018-10-10,23.4,21.36,0.14,2.58,94.82
2018-10-11,24.67,20.42,0.39,1.57,94.8
2018-10-12,24.84,21.63,0.3,1.53,94.89
2018-10-13,24.57,21.94,2.62,1.77,95.05
2018-10-14,24.01,22.18,17.27,2.06,95.12
2018-10-15,23.93,22.04,5.13,1.17,95.13
2018-10-16,23.77,22.01,13.2,1.4,95.2
2018-10-17,22.21,20.62,2.85,1.9,95.22
2018-10-18,23.95,19.88,3.78,0.96,95.1
2018-10-19,23.9,21.4,7.42,1.74,95.08
2018-10-20,23.62,21.48,9.5,1.34,95.15
2018-10-21,23.94,21.17,1.66,1.41,95.18
2018-10-22,24.0,20.43,1.51,1.69,95.16
2018-10-23,23.73,17.69,0.86,1.55,95.18
2018-10-24,23.38,16.84,0.02,2.01,95.14
2018-10-25,22.89,18.21,0.04,2.96,95.19
2018-10-26,23.01,19.2,0.0,3.28,95.22
2018-10-27,23.67,18.46,0.0,2.28,95.19
2018-10-28,23.64,16.9,0.0,2.1,95.1
2018-10-29,23.36,16.79,0.0,1.32,95.0
2018-10-30,22.92,17.94,0.0,1.67,94.93
2018-10-31,24.13,20.23,1.38,1.33,94.93
2018-11-01,23.96,21.59,6.03,1.73,94.92
2018-11-02,23.42,21.43,4.68,3.02,94.94
2018-11-03,23.44,21.31,9.16,3.08,95.03
2018-11-04,23.94,20.59,2.25,3.28,95.09
2018-11-05,24.0,20.73,2.3,2.69,95.1
2018-11-06,23.57,19.93,0.16,2.68,95.16
2018-11-07,23.53,18.32,0.01,2.25,95.14
2018-11-08,23.23,17.31,0.07,2.02,95.07
2018-11-09,23.85,20.16,1.17,2.35,94.99
2018-11-10,23.8,18.85,0.02,2.17,95.06
2018-11-11,23.75,18.3,0.15,1.56,95.14
2018-11-12,23.56,18.61,0.02,1.06,95.07
2018-11-13,23.36,18.15,0.01,1.55,94.91
2018-11-14,22.97,16.68,0.0,1.51,94.88
2018-11-15,24.26,17.52,4.68,1.09,94.93
2018-11-16,23.18,21.17,33.22,3.26,94.9
2018-11-17,24.03,19.97,0.09,2.14,95.03
2018-11-18,23.68,21.21,4.65,2.14,95.08
2018-11-19,24.02,21.09,5.2,2.22,95.17
2018-11-20,23.82,20.31,1.72,2.36,95.18
2018-11-21,22.55,19.49,1.5,2.11,95.14
2018-11-22,22.43,20.03,4.41,3.16,95.13
2018-11-23,23.13,20.82,5.82,3.46,95.3
2018-11-24,23.46,20.58,3.91,2.23,95.41
2018-11-25,23.47,20.31,0.21,2.13,95.32
2018-11-26,22.94,19.3,0.0,2.75,95.17
2018-11-27,21.01,16.45,0.0,3.15,95.22
2018-11-28,21.54,17.86,0.04,3.0,95.22
2018-11-29,22.78,20.3,4.47,3.39,95.3
2018-11-30,23.31,20.11,0.82,3.23,95.3
2018-12-01,23.08,19.38,0.5,2.9,95.13
2018-12-02,22.55,17.95,0.0,2.67,95.01
2018-12-03,22.76,18.52,0.01,2.75,95.07
2018-12-04,23.11,20.61,5.12,2.64,95.13
2018-12-05,24.07,20.26,0.56,2.45,95.09
2018-12-06,23.88,20.34,0.5,2.51,95.0
2018-12-07,23.85,19.51,0.04,3.01,95.04
2018-12-08,23.52,19.09,0.0,3.25,95.13
2018-12-09,23.43,18.27,0.0,2.91,95.12
2018-12-10,23.84,18.42,0.0,1.85,95.12
2018-12-11,23.49,17.72,0.0,1.67,95.12
2018-12-12,23.64,18.03,0.0,1.6,95.21
2018-12-13,24.17,19.0,0.0,1.3,95.23
2018-12-14,23.48,16.83,0.0,2.32,95.2
2018-12-15,23.55,17.0,0.0,2.49,95.14
2018-12-16,23.35,15.29,0.0,1.47,95.13
2018-12-17,23.27,17.33,0.0,2.35,95.11
2018-12-18,23.44,15.91,0.0,1.35,95.13
2018-12-19,22.99,18.22,0.01,2.45,95.18
2018-12-20,22.97,17.05,0.0,2.21,95.22
2018-12-21,23.66,16.88,0.0,1.51,95.17
2018-12-22,22.53,17.62,0.05,2.46,95.16
2018-12-23,22.99,19.41,1.61,3.27,95.2
2018-12-24,23.85,19.89,0.68,2.84,95.21
2018-12-25,24.08,18.21,0.14,2.8,95.22
2018-12-26,24.25,17.41,0.01,2.12,95.21
2018-12-27,24.21,17.86,0.01,1.58,95.13
2018-12-28,24.07,19.02,0.58,1.33,95.07
2018-12-29,23.67,18.91,0.57,3.02,95.23
2018-12-30,22.63,15.57,0.03,3.95,95.4
2018-12-31,22.16,15.92,0.01,3.42,95.48
2019-01-01,20.37,11.33,0.0,3.39,95.51
2019-01-02,19.84,11.0,0.0,3.7,95.51
2019-01-03,20.33,12.16,0.0,3.65,95.56
2019-01-04,20.31,11.67,0.0,3.9,95.49
2019-01-05,20.27,12.64,0.0,3.35,95.39
2019-01-06,20.83,13.27,0.0,2.95,95.26
2019-01-07,21.42,13.47,0.0,2.88,95.18
2019-01-08,22.04,12.81,0.0,2.99,95.23
2019-01-09,21.27,11.15,0.0,3.08,95.22
2019-01-10,21.25,11.6,0.0,3.07,95.21
2019-01-11,21.85,13.22,0.0,2.66,95.28
2019-01-12,21.86,13.34,0.0,3.17,95.25
2019-01-13,21.73,10.79,0.0,2.87,95.27
2019-01-14,22.17,14.31,0.0,3.04,95.21
2019-01-15,22.09,10.73,0.03,3.06,95.23
2019-01-16,21.51,9.7,0.0,3.36,95.27
2019-01-17,21.71,12.2,0.0,3.38,95.18
2019-01-18,21.58,11.56,0.0,3.22,95.19
2019-01-19,21.78,10.11,0.0,3.12,95.27
2019-01-20,21.63,8.72,0.0,3.45,95.35
2019-01-21,21.62,7.78,0.0,2.87,95.3
2019-01-22,22.34,9.94,0.0,2.13,95.25
2019-01-23,23.13,11.86,0.0,2.03,95.2
2019-01-24,24.51,14.26,0.0,1.55,95.24
2019-01-25,25.14,16.43,0.0,1.72,95.21
2019-01-26,26.17,17.11,0.0,1.32,95.17
2019-01-27,26.38,17.1,0.0,1.71,95.22
2019-01-28,26.3,16.33,0.0,1.63,95.24
2019-01-29,25.52,14.93,0.02,3.03,95.3
2019-01-30,24.9,13.97,0.05,3.63,95.32
2019-01-31,24.55,14.32,0.0,3.67,95.29
2019-02-01,24.41,13.87,0.0,2.96,95.27
2019-02-02,25.25,14.41,0.0,2.32,95.17
2019-02-03,25.73,14.17,0.0,3.06,95.25
2019-02-04,25.9,14.84,0.0,3.83,95.39
2019-02-05,25.65,16.07,0.02,3.71,95.38
2019-02-06,26.03,14.26,0.04,3.1,95.19
2019-02-07,26.8,14.9,0.1,2.0,95.17
2019-02-08,27.58,16.75,0.0,1.4,95.19
2019-02-09,27.44,18.47,1.95,1.27,95.18
2019-02-10,26.59,19.07,3.48,1.31,95.28
2019-02-11,26.43,16.37,0.21,4.44,95.31
2019-02-12,25.76,14.99,0.0,5.1,95.41
2019-02-13,25.61,13.07,0.0,4.31,95.47
2019-02-14,26.44,15.78,0.0,3.38,95.25
2019-02-15,27.9,17.01,0.04,2.04,95.25
2019-02-16,28.73,17.01,0.04,1.79,95.21
2019-02-17,28.65,15.6,0.01,2.69,95.09
2019-02-18,28.39,12.46,0.0,1.57,94.95
2019-02-19,28.17,16.85,2.07,2.24,95.06
2019-02-20,27.61,15.89,0.83,4.1,95.32
2019-02-21,26.65,13.36,0.0,3.93,95.46
2019-02-22,25.47,9.34,0.0,4.24,95.28
2019-02-23,25.71,9.15,0.0,4.04,95.14
2019-02-24,26.2,9.75,0.0,3.44,95.0
2019-02-25,27.31,7.48,0.0,2.13,94.95
2019-02-26,28.1,13.83,0.0,1.79,94.87
2019-02-27,28.22,17.43,0.0,3.35,94.83
2019-02-28,28.25,16.22,0.1,2.42,94.85
2019-03-01,29.14,16.58,2.0,1.5,94.86
2019-03-02,28.29,18.04,6.75,2.48,95.0
2019-03-03,28.34,17.5,0.08,2.02,94.98
2019-03-04,28.52,17.11,0.0,1.91,94.91
2019-03-05,29.08,17.45,0.0,2.01,94.86
2019-03-06,29.04,17.83,0.54,2.8,94.9
2019-03-07,29.45,17.14,0.33,2.71,94.85
2019-03-08,28.66,18.45,0.01,3.33,94.97
2019-03-09,28.3,18.44,1.66,1.76,95.12
2019-03-10,28.92,18.65,1.77,1.49,95.13
2019-03-11,29.17,16.19,0.0,2.1,95.22
2019-03-12,28.24,12.3,0.0,2.93,95.25
2019-03-13,27.6,9.38,0.0,3.37,95.25
2019-03-14,27.76,8.62,0.0,3.63,95.24
2019-03-15,27.97,8.21,0.0,3.33,95.19
2019-03-16,27.76,10.83,0.0,2.9,95.19
2019-03-17,28.13,10.7,0.0,2.32,95.16
2019-03-18,28.77,15.0,0.06,1.8,95.12
2019-03-19,29.06,17.19,0.14,1.52,94.98
2019-03-20,29.5,17.11,0.0,1.33,94.96
2019-03-21,29.47,14.35,0.0,2.01,95.05
2019-03-22,29.32,14.37,0.0,2.05,95.1
2019-03-23,29.96,15.41,0.0,1.35,95.06
2019-03-24,30.46,14.35,0.0,2.22,94.97
2019-03-25,30.26,12.97,0.0,2.91,94.98
2019-03-26,30.13,13.23,0.01,2.83,95.11
2019-03-27,29.39,10.27,0.05,2.17,95.24
2019-03-28,30.06,12.96,0.0,2.67,95.13
2019-03-29,30.44,15.44,0.0,1.97,94.97
2019-03-30,30.46,15.34,0.0,2.26,94.97
2019-03-31,30.48,16.16,0.0,2.07,95.01
2019-04-01,30.41,15.63,0.0,2.39,94.99
2019-04-02,30.82,15.93,0.0,2.01,94.95
2019-04-03,31.06,14.98,0.0,2.43,94.94
2019-04-04,30.25,14.37,0.0,1.74,95.09
2019-04-05,30.52,15.63,0.04,1.93,95.11
2019-04-06,30.66,14.41,0.06,1.95,95.05
2019-04-07,31.0,14.99,0.0,1.49,94.94
2019-04-08,31.14,16.68,0.13,2.0,94.85
2019-04-09,30.94,18.52,0.45,2.04,94.9
2019-04-10,31.4,16.82,0.11,2.22,94.94
2019-04-11,31.04,16.3,0.0,1.98,94.91
2019-04-12,31.58,14.59,0.0,1.87,94.84
2019-04-13,31.21,14.01,0.0,2.48,94.87
2019-04-14,31.1,12.69,0.0,2.71,94.9
2019-04-15,30.24,15.19,0.0,1.52,94.94
2019-04-16,30.65,18.44,1.79,2.3,94.9
2019-04-17,28.17,21.29,8.26,1.55,94.99
2019-04-18,28.96,20.78,5.85,1.87,94.91
2019-04-19,28.11,21.57,8.96,1.94,94.86
2019-04-20,27.32,22.06,16.22,1.73,94.76
2019-04-21,27.61,20.96,8.89,1.97,94.72
2019-04-22,28.74,20.56,9.75,1.37,94.69
2019-04-23,28.4,21.01,13.79,1.59,94.82
2019-04-24,28.68,19.79,0.43,1.41,94.89
2019-04-25,28.74,19.49,0.75,1.37,94.9
2019-04-26,29.07,20.33,0.77,1.83,94.8
2019-04-27,30.01,20.22,0.02,1.97,94.74
2019-04-28,29.78,20.12,0.0,1.66,94.76
2019-04-29,27.86,21.7,0.5,2.66,94.83
2019-04-30,26.83,21.52,0.84,4.46,94.78
2019-05-01,27.04,20.99,2.13,5.12,94.68
2019-05-02,27.07,19.96,0.29,4.58,94.68
2019-05-03,27.31,18.86,0.0,4.66,94.81
2019-05-04,27.72,18.92,0.0,3.78,94.97
2019-05-05,28.46,19.99,0.0,2.46,94.99
2019-05-06,29.42,20.42,0.22,2.58,94.88
2019-05-07,27.57,21.71,1.11,4.15,94.9
2019-05-08,26.05,20.64,1.9,3.81,95.02
2019-05-09,27.51,20.23,2.01,3.06,94.83
2019-05-10,28.85,20.13,1.33,2.42,94.75
2019-05-11,28.36,21.56,1.03,2.76,94.89
2019-05-12,28.16,21.45,0.98,2.8,94.83
2019-05-13,28.35,20.95,0.2,3.02,94.8
2019-05-14,28.1,21.07,0.96,3.07,94.78
2019-05-15,27.28,22.24,8.62,2.63,94.86
2019-05-16,28.18,21.48,1.83,2.51,94.9
2019-05-17,27.62,21.9,1.23,2.41,94.91
2019-05-18,28.09,21.27,0.16,1.75,94.8
2019-05-19,28.86,21.33,0.02,2.27,94.79
2019-05-20,29.71,20.59,0.0,1.84,94.85
2019-05-21,28.47,21.1,0.44,2.73,94.9
2019-05-22,29.75,20.58,0.21,1.89,94.8
2019-05-23,28.35,21.8,0.16,3.19,94.84
2019-05-24,27.54,22.32,0.92,3.05,94.88
2019-05-25,26.71,22.13,2.91,4.21,94.85
2019-05-26,27.22,22.24,1.0,3.84,94.72
2019-05-27,28.8,21.67,0.33,2.5,94.64
2019-05-28,28.6,21.73,10.51,2.84,94.63
2019-05-29,27.06,22.82,10.06,2.54,94.63
2019-05-30,27.09,21.42,3.14,2.82,94.63
2019-05-31,25.93,20.95,4.73,3.11,94.74
2019-06-01,27.43,21.22,0.84,3.44,94.73
2019-06-02,27.15,22.24,4.47,4.1,94.74
2019-06-03,26.13,22.21,0.94,3.3,94.75
2019-06-04,26.3,22.0,10.61,4.12,94.69
2019-06-05,26.42,21.76,16.98,2.14,94.66
2019-06-06,27.09,22.6,4.55,2.0,94.6
2019-06-07,26.47,22.84,0.8,3.7,94.72
2019-06-08,26.81,21.7,0.71,3.84,94.72
2019-06-09,25.84,21.05,4.33,4.43,94.74
2019-06-10,25.48,21.38,5.86,5.07,94.66
2019-06-11,25.82,21.73,6.54,6.29,94.67
2019-06-12,26.03,22.07,2.58,6.33,94.75
2019-06-13,25.82,21.98,2.25,6.1,94.8
2019-06-14,25.19,20.59,5.33,5.17,94.83
2019-06-15,25.7,20.8,2.61,4.35,94.84
2019-06-16,26.65,22.11,0.48,4.43,94.87
2019-06-17,26.53,21.9,0.39,4.75,94.9
2019-06-18,26.48,21.56,1.77,4.66,94.79
2019-06-19,25.76,22.27,3.5,4.82,94.73
2019-06-20,25.54,20.77,2.38,4.97,94.74
2019-06-21,24.98,20.73,7.64,4.46,94.69
2019-06-22,24.47,21.67,7.88,5.45,94.62
2019-06-23,24.95,20.96,4.59,5.16,94.53
2019-06-24,26.08,21.37,3.16,4.66,94.6
2019-06-25,25.7,21.98,2.74,4.05,94.75
2019-06-26,25.33,21.89,0.73,3.64,94.81
2019-06-27,26.07,21.59,0.04,5.05,94.73
2019-06-28,26.08,21.07,0.05,5.49,94.74
2019-06-29,25.94,21.13,0.07,5.56,94.73
2019-06-30,25.53,21.09,0.06,5.64,94.71
2019-07-01,26.41,21.42,0.08,5.28,94.65
2019-07-02,25.05,21.99,4.46,5.37,94.7
2019-07-03,25.27,22.04,2.95,5.36,94.76
2019-07-04,25.08,22.31,8.14,5.14,94.75
2019-07-05,24.99,21.78,5.3,5.67,94.69
2019-07-06,25.02,21.88,6.06,5.93,94.69
2019-07-07,25.35,21.83,3.82,5.36,94.75
2019-07-08,25.41,22.14,3.63,5.01,94.86
2019-07-09,24.55,21.49,5.91,4.44,94.86
2019-07-10,24.27,19.82,3.7,5.09,94.88
2019-07-11,25.04,19.46,3.08,3.72,94.96
2019-07-12,24.81,19.65,0.55,2.82,94.98
2019-07-13,25.31,20.97,4.18,3.25,95.0
2019-07-14,24.85,21.62,6.05,3.73,94.97
2019-07-15,24.22,20.13,5.09,4.11,94.88
2019-07-16,24.23,20.0,3.81,4.57,94.84
2019-07-17,24.2,20.21,2.55,4.17,94.73
2019-07-18,23.85,20.24,10.3,4.09,94.55
2019-07-19,23.62,20.86,13.68,5.46,94.42
2019-07-20,23.63,20.85,8.95,5.92,94.5
2019-07-21,24.13,21.18,6.31,6.65,94.55
2019-07-22,23.66,20.98,8.2,5.83,94.58
2019-07-23,23.82,19.92,3.46,5.58,94.66
2019-07-24,24.38,20.93,7.76,4.27,94.78
2019-07-25,24.01,20.6,4.91,4.27,94.9
2019-07-26,23.79,20.51,2.36,4.29,94.87
2019-07-27,24.43,20.7,0.01,3.87,94.82
2019-07-28,24.36,20.71,0.65,4.71,94.78
2019-07-29,24.41,21.02,0.7,4.83,94.79
2019-07-30,24.41,20.08,0.15,4.33,94.9
2019-07-31,24.78,20.06,0.06,3.84,94.95
2019-08-01,25.11,21.28,1.03,4.54,94.93
2019-08-02,24.3,21.42,2.9,4.99,94.92
2019-08-03,24.31,21.51,1.28,4.89,94.98
2019-08-04,24.07,21.32,7.21,5.13,94.9
2019-08-05,23.69,20.68,8.18,5.78,94.87
2019-08-06,23.92,20.97,16.32,6.49,94.78
2019-08-07,23.65,21.42,17.85,7.01,94.71
2019-08-08,23.92,21.99,50.65,7.82,94.65
2019-08-09,23.63,21.74,44.38,7.11,94.8
2019-08-10,23.26,20.83,14.08,6.19,94.82
2019-08-11,23.29,20.6,4.52,5.49,94.79
2019-08-12,23.59,20.64,2.66,5.62,94.78
2019-08-13,23.83,21.18,8.46,4.85,94.81
2019-08-14,23.68,21.81,7.02,5.25,94.89
2019-08-15,23.55,21.25,1.51,3.84,94.95
2019-08-16,23.37,20.7,8.91,3.94,94.91
2019-08-17,23.04,21.02,4.55,3.75,94.79
2019-08-18,22.95,21.27,7.2,3.03,94.88
2019-08-19,23.73,21.43,7.6,3.01,94.93
2019-08-20,23.93,21.78,7.48,3.44,94.9
2019-08-21,23.31,21.38,7.99,3.86,94.86
2019-08-22,22.71,20.83,9.27,4.74,94.88
2019-08-23,22.34,20.09,4.19,5.14,94.98
2019-08-24,22.71,20.52,2.58,4.75,94.95
2019-08-25,22.75,20.32,4.03,4.77,94.91
2019-08-26,23.27,20.92,6.87,5.05,94.89
2019-08-27,23.14,20.87,4.68,5.14,94.85
2019-08-28,23.46,20.91,3.19,4.62,94.87
2019-08-29,23.22,21.33,14.49,4.85,94.89
2019-08-30,23.08,20.62,1.09,5.13,94.73
2019-08-31,23.3,21.49,3.01,4.84,94.62
2019-09-01,23.43,21.87,5.02,3.9,94.74
2019-09-02,23.46,21.81,8.36,3.75,94.87
2019-09-03,23.64,21.36,4.55,4.63,94.81
2019-09-04,23.48,21.4,3.99,4.84,94.76
2019-09-05,23.59,21.53,3.94,5.28,94.75
2019-09-06,23.96,21.98,5.63,5.07,94.75
2019-09-07,23.95,21.74,3.5,5.07,94.82
2019-09-08,23.28,21.09,8.42,4.97,94.96
2019-09-09,23.13,21.02,2.96,3.95,94.88
2019-09-10,24.27,22.14,3.99,3.55,94.83
2019-09-11,24.16,22.48,15.57,3.48,94.92
2019-09-12,23.8,22.06,6.0,3.05,95.07
2019-09-13,23.31,21.57,14.26,3.12,95.12
2019-09-14,23.79,21.44,2.53,2.89,95.04
2019-09-15,23.65,21.36,8.48,2.46,94.99
2019-09-16,24.21,21.85,10.67,3.36,94.86
2019-09-17,23.83,21.33,13.03,3.26,94.73
2019-09-18,23.9,21.48,7.31,3.36,94.78
